timestamp,ip_address,http_status,request_path
2024-01-15 10:11:22,192.168.1.12,200,/login
2024-01-15 10:11:36,192.168.1.10,304,/api/data
2024-01-15 10:11:47,192.168.1.12,200,/api/data
2024-01-15 10:11:54,192.168.1.10,200,/index.html
2024-01-15 10:12:03,192.168.1.10,304,/static/js/app.js
2024-01-15 10:12:14,10.0.0.5,200,/dashboard
2024-01-15 10:12:22,10.0.0.5,200,/index.html
2024-01-15 10:12:35,10.0.0.5,404,/nonexistent-page
2024-01-15 10:12:42,192.168.1.10,200,/api/data
2024-01-15 10:12:57,10.0.0.5,304,/login
2024-01-15 10:13:11,192.168.1.12,200,/api/users
2024-01-15 10:13:21,10.0.0.5,200,/favicon.ico
2024-01-15 10:13:27,10.0.0.5,200,/favicon.ico
2024-01-15 10:13:32,192.168.1.12,200,/login
2024-01-15 10:13:42,192.168.1.10,200,/login
2024-01-15 10:13:48,10.0.0.5,200,/index.html
2024-01-15 10:13:59,10.0.0.5,304,/static/js/app.js
2024-01-15 10:14:13,192.168.1.10,200,/login
2024-01-15 10:14:26,10.0.0.5,200,/index.html
2024-01-15 10:14:32,192.168.1.10,200,/api/data
2024-01-15 10:14:44,192.168.1.12,304,/static/js/app.js
2024-01-15 10:14:58,192.168.1.10,200,/login
2024-01-15 10:15:12,192.168.1.10,304,/index.html
2024-01-15 10:15:18,192.168.1.10,200,/index.html
2024-01-15 10:15:28,192.168.1.12,200,/index.html
2024-01-15 10:15:39,192.168.1.10,200,/api/data
2024-01-15 10:15:50,192.168.1.10,304,/api/users
2024-01-15 10:15:59,10.0.0.5,304,/dashboard
2024-01-15 10:16:07,192.168.1.10,304,/dashboard
2024-01-15 10:16:14,10.0.0.5,304,/dashboard
2024-01-15 10:16:23,192.168.1.10,200,/api/data
2024-01-15 10:16:30,192.168.1.10,200,/favicon.ico
2024-01-15 10:16:44,10.0.0.5,200,/static/js/app.js
2024-01-15 10:16:53,192.168.1.10,200,/api/users
2024-01-15 10:17:05,192.168.1.10,304,/api/users
2024-01-15 10:17:15,192.168.1.10,200,/dashboard
2024-01-15 10:17:26,192.168.1.12,200,/dashboard
2024-01-15 10:17:40,192.168.1.10,200,/static/js/app.js
2024-01-15 10:17:54,10.0.0.5,304,/static/css/style.css
2024-01-15 10:18:09,192.168.1.10,200,/api/data
2024-01-15 10:18:17,192.168.1.10,200,/favicon.ico
2024-01-15 10:18:25,192.168.1.10,200,/static/js/app.js
2024-01-15 10:18:38,192.168.1.10,200,/api/data
2024-01-15 10:18:46,192.168.1.10,200,/login
2024-01-15 10:18:56,192.168.1.10,200,/dashboard
2024-01-15 10:19:08,10.0.0.5,200,/static/css/style.css
2024-01-15 10:19:15,192.168.1.12,200,/static/css/style.css
2024-01-15 10:19:30,10.0.0.5,304,/index.html
2024-01-15 10:19:41,192.168.1.10,304,/api/data
2024-01-15 10:19:55,192.168.1.10,200,/static/css/style.css
2024-01-15 10:20:03,10.0.0.5,304,/static/js/app.js
2024-01-15 10:20:10,10.0.0.5,200,/dashboard
2024-01-15 10:20:22,192.168.1.10,200,/api/data
2024-01-15 10:25:22,192.168.1.10,200,/index.html
2024-01-15 10:25:32,192.168.1.12,200,/dashboard
2024-01-15 10:25:47,10.0.0.5,304,/static/js/app.js
2024-01-15 10:25:52,192.168.1.12,200,/static/js/app.js
2024-01-15 10:26:00,10.0.0.5,200,/dashboard
2024-01-15 10:26:15,192.168.1.10,200,/favicon.ico
2024-01-15 10:26:20,192.168.1.12,200,/index.html
2024-01-15 10:26:26,192.168.1.10,200,/api/users
2024-01-15 10:26:37,192.168.1.10,304,/static/js/app.js
2024-01-15 10:26:46,192.168.1.10,200,/static/css/style.css
2024-01-15 10:26:57,10.0.0.5,200,/dashboard
2024-01-15 10:27:11,192.168.1.12,200,/static/js/app.js
2024-01-15 10:27:22,10.0.0.5,200,/login
2024-01-15 10:27:37,10.0.0.5,200,/index.html
2024-01-15 10:27:51,192.168.1.10,304,/dashboard
2024-01-15 10:28:04,192.168.1.10,200,/static/js/app.js
2024-01-15 10:28:14,192.168.1.10,200,/api/data
2024-01-15 10:28:20,192.168.1.10,200,/favicon.ico
2024-01-15 10:28:28,10.0.0.5,200,/static/css/style.css
2024-01-15 10:28:41,192.168.1.10,200,/api/data
2024-01-15 10:28:51,192.168.1.12,304,/api/users
2024-01-15 10:29:02,10.0.0.5,200,/api/data
2024-01-15 10:29:07,192.168.1.10,304,/api/data
2024-01-15 10:29:15,192.168.1.10,200,/favicon.ico
2024-01-15 10:29:26,10.0.0.5,200,/api/data
2024-01-15 10:29:31,10.0.0.5,200,/api/data
2024-01-15 10:29:38,10.0.0.5,304,/login
2024-01-15 10:29:51,10.0.0.5,304,/static/js/app.js
2024-01-15 10:29:56,192.168.1.10,200,/api/users
2024-01-15 10:30:06,177.21.55.134,500,/api/users
2024-01-15 10:30:11,10.0.0.5,200,/favicon.ico
2024-01-15 10:30:17,10.0.0.5,304,/favicon.ico
2024-01-15 10:30:22,192.168.1.12,200,/static/js/app.js
2024-01-15 10:30:37,192.168.1.10,200,/static/js/app.js
2024-01-15 10:30:51,192.168.1.10,304,/dashboard
2024-01-15 10:31:06,192.168.1.10,200,/api/data
2024-01-15 10:31:20,10.0.0.5,200,/static/js/app.js
2024-01-15 10:31:31,192.168.1.10,200,/static/js/app.js
2024-01-15 10:31:42,10.0.0.5,200,/static/css/style.css
2024-01-15 10:31:51,192.168.1.10,304,/api/users
2024-01-15 10:31:56,192.168.1.10,200,/index.html
2024-01-15 10:32:01,192.168.1.10,200,/static/css/style.css
2024-01-15 10:32:09,10.0.0.5,304,/login
2024-01-15 10:32:21,192.168.1.12,200,/static/css/style.css
2024-01-15 10:32:32,192.168.1.10,304,/api/data
2024-01-15 10:32:39,192.168.1.10,304,/index.html
2024-01-15 10:32:45,192.168.1.10,200,/api/users
2024-01-15 10:32:55,192.168.1.12,200,/favicon.ico
2024-01-15 10:33:05,10.0.0.5,200,/api/users
2024-01-15 10:33:13,10.0.0.5,304,/api/users
2024-01-15 10:33:26,192.168.1.10,200,/api/data
2024-01-15 10:33:36,192.168.1.10,304,/index.html
2024-01-15 10:33:49,192.168.1.10,200,/api/data
2024-01-15 10:33:57,192.168.1.10,200,/index.html
2024-01-15 10:34:02,192.168.1.10,404,/missing-resource
2024-01-15 10:34:14,192.168.1.10,200,/login
2024-01-15 10:34:25,192.168.1.10,200,/index.html
2024-01-15 10:34:38,192.168.1.10,304,/favicon.ico
2024-01-15 10:34:48,192.168.1.10,200,/index.html
2024-01-15 10:34:55,192.168.1.10,200,/api/data
2024-01-15 10:35:03,192.168.1.12,200,/index.html
2024-01-15 10:35:16,192.168.1.10,304,/login
2024-01-15 10:35:30,10.0.0.5,200,/login
2024-01-15 10:35:39,10.0.0.5,304,/static/js/app.js
2024-01-15 10:35:50,192.168.1.10,200,/api/users
2024-01-15 10:36:01,192.168.1.10,304,/api/data
2024-01-15 10:36:15,192.168.1.10,304,/favicon.ico
2024-01-15 10:36:24,10.0.0.5,304,/static/css/style.css
2024-01-15 10:36:31,192.168.1.10,200,/api/data
2024-01-15 10:36:42,177.21.55.134,200,/suspicious-endpoint
2024-01-15 10:39:42,192.168.1.12,200,/index.html
2024-01-15 10:39:52,10.0.0.5,304,/favicon.ico
2024-01-15 10:40:06,192.168.1.10,200,/api/data
2024-01-15 10:40:15,10.0.0.5,200,/login
2024-01-15 10:40:22,192.168.1.10,200,/api/data
2024-01-15 10:40:28,192.168.1.12,304,/dashboard
2024-01-15 10:40:41,192.168.1.10,200,/favicon.ico
2024-01-15 10:40:53,192.168.1.10,200,/index.html
2024-01-15 10:41:01,10.0.0.5,200,/static/css/style.css
